date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Jul%202024%2008:22:57%20GMT	https://github.com/aziz5155/amazon.com.git	C:/My%20Web%20Site/rr/github.com/aziz5155/amazon.com.0.delayed	(from )
11:22:58	322380/322380	---MCZ	200	added ('OK')	text/html	etag:W/%22d6166c1deb647aaeedf90cbcc2d0828d%22	https://github.com/aziz5155/amazon.com	C:/My%20Web%20Site/rr/github.com/aziz5155/amazon.html	(from )
11:22:59	556/556	---M-Z	200	added ('OK')	text/plain	etag:W/%22668a3efd-5f1%22	https://github.com/robots.txt		(from )
11:23:00	555013/555013	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2008:22:58%20GMT	https://www.amazon.com/	C:/My%20Web%20Site/rr/www.amazon.com/index.html	(from )
11:23:00	49569/49569	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4EE7222B	https://github.githubassets.com/assets/light-efd2f2257c96.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/light-efd2f2257c96.css	(from https://github.com/aziz5155/amazon.com)
11:23:00	49556/49556	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4DF23CAF	https://github.githubassets.com/assets/dark-6b1e37da2254.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/dark-6b1e37da2254.css	(from https://github.com/aziz5155/amazon.com)
11:23:00	49605/49605	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4DF1058E	https://github.githubassets.com/assets/dark_dimmed-aa16bfa90fb8.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/dark_dimmed-aa16bfa90fb8.css	(from https://github.com/aziz5155/amazon.com)
11:23:00	49542/49542	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4DF215CD	https://github.githubassets.com/assets/dark_high_contrast-f4daad25d8cf.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/dark_high_contrast-f4daad25d8cf.css	(from https://github.com/aziz5155/amazon.com)
11:23:01	49633/49633	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4DF1A119	https://github.githubassets.com/assets/dark_colorblind-a4629b2e906b.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/dark_colorblind-a4629b2e906b.css	(from https://github.com/aziz5155/amazon.com)
11:23:01	49674/49674	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4EE6AD84	https://github.githubassets.com/assets/light_colorblind-afcc3a6a38dd.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/light_colorblind-afcc3a6a38dd.css	(from https://github.com/aziz5155/amazon.com)
11:23:01	49547/49547	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4EE796D7	https://github.githubassets.com/assets/light_high_contrast-79bca7145393.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/light_high_contrast-79bca7145393.css	(from https://github.com/aziz5155/amazon.com)
11:23:01	49646/49646	---M-Z	200	added ('OK')	text/css	etag:0x8DC913A4EE8A718	https://github.githubassets.com/assets/light_tritanopia-fe4137b54b26.css	C:/My%20Web%20Site/rr/github.githubassets.com/assets/light_tritanopia-fe4137b54b26.css	(from https://github.com/aziz5155/amazon.com)
